# Variant positions
# Pop ID	Private	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
RRL790	117	1.0000	0.0000	0.0000	0.9744	0.0121	0.0007	0.0511	0.0485	0.0015	0.9489	0.0485	0.0015	0.0256	0.0121	0.0007	0.9744	0.0121	0.0007	0.0511	0.0485	0.0015	0.0000	46.4962	0.0000
RRL791	91	1.0000	0.0000	0.0000	0.9741	0.0123	0.0007	0.0518	0.0491	0.0015	0.9482	0.0491	0.0015	0.0259	0.0123	0.0007	0.9741	0.0123	0.0007	0.0518	0.0491	0.0015	0.0000	46.4637	0.0000
RRO842	39	1.0000	0.0000	0.0000	0.9810	0.0091	0.0006	0.0380	0.0365	0.0013	0.9620	0.0365	0.0013	0.0190	0.0091	0.0006	0.9810	0.0091	0.0006	0.0380	0.0365	0.0013	0.0000	47.1418	0.0000
RRO843	121	1.0000	0.0000	0.0000	0.9870	0.0063	0.0006	0.0261	0.0254	0.0011	0.9739	0.0254	0.0011	0.0130	0.0063	0.0006	0.9870	0.0063	0.0006	0.0261	0.0254	0.0011	0.0000	47.7249	0.0000
RRO844	52	1.0000	0.0000	0.0000	0.9806	0.0093	0.0006	0.0387	0.0372	0.0013	0.9613	0.0372	0.0013	0.0194	0.0093	0.0006	0.9806	0.0093	0.0006	0.0387	0.0372	0.0013	0.0000	47.1041	0.0000
RRO845	2	1.0000	0.0000	0.0000	0.9871	0.0063	0.0005	0.0258	0.0251	0.0011	0.9742	0.0251	0.0011	0.0129	0.0063	0.0005	0.9871	0.0063	0.0005	0.0258	0.0251	0.0011	0.0000	47.7391	0.0000
RRO846	2	1.0000	0.0000	0.0000	0.9872	0.0062	0.0006	0.0255	0.0249	0.0012	0.9745	0.0249	0.0012	0.0128	0.0062	0.0006	0.9872	0.0062	0.0006	0.0255	0.0249	0.0012	0.0000	47.7518	0.0000
RRO847	2	1.0000	0.0000	0.0000	0.9860	0.0068	0.0006	0.0280	0.0272	0.0011	0.9720	0.0272	0.0011	0.0140	0.0068	0.0006	0.9860	0.0068	0.0006	0.0280	0.0272	0.0011	0.0000	47.6305	0.0000
RRO848	2	1.0000	0.0000	0.0000	0.9863	0.0067	0.0006	0.0274	0.0266	0.0011	0.9726	0.0266	0.0011	0.0137	0.0067	0.0006	0.9863	0.0067	0.0006	0.0274	0.0266	0.0011	0.0000	47.6601	0.0000
RRO849	1	1.0000	0.0000	0.0000	0.9856	0.0070	0.0006	0.0287	0.0279	0.0012	0.9713	0.0279	0.0012	0.0144	0.0070	0.0006	0.9856	0.0070	0.0006	0.0287	0.0279	0.0012	0.0000	47.5950	0.0000
RRO850	7	1.0000	0.0000	0.0000	0.9834	0.0080	0.0006	0.0332	0.0321	0.0012	0.9668	0.0321	0.0012	0.0166	0.0080	0.0006	0.9834	0.0080	0.0006	0.0332	0.0321	0.0012	0.0000	47.3774	0.0000
RRO851	1	1.0000	0.0000	0.0000	0.9860	0.0068	0.0006	0.0281	0.0273	0.0011	0.9719	0.0273	0.0011	0.0140	0.0068	0.0006	0.9860	0.0068	0.0006	0.0281	0.0273	0.0011	0.0000	47.6258	0.0000
CPS901	9	1.0000	0.0000	0.0000	0.9804	0.0094	0.0007	0.0393	0.0377	0.0013	0.9607	0.0377	0.0013	0.0196	0.0094	0.0007	0.9804	0.0094	0.0007	0.0393	0.0377	0.0013	0.0000	47.0788	0.0000
CPS902	4	1.0000	0.0000	0.0000	0.9847	0.0074	0.0006	0.0306	0.0297	0.0012	0.9694	0.0297	0.0012	0.0153	0.0074	0.0006	0.9847	0.0074	0.0006	0.0306	0.0297	0.0012	0.0000	47.5009	0.0000
CPS903	5	1.0000	0.0000	0.0000	0.9829	0.0083	0.0006	0.0343	0.0331	0.0013	0.9657	0.0331	0.0013	0.0171	0.0083	0.0006	0.9829	0.0083	0.0006	0.0343	0.0331	0.0013	0.0000	47.3230	0.0000
CPS904	122	1.0000	0.0000	0.0000	0.9784	0.0103	0.0007	0.0431	0.0413	0.0014	0.9569	0.0413	0.0014	0.0216	0.0103	0.0007	0.9784	0.0103	0.0007	0.0431	0.0413	0.0014	0.0000	46.8889	0.0000
CPS905	117	1.0000	0.0000	0.0000	0.9786	0.0102	0.0007	0.0427	0.0409	0.0014	0.9573	0.0409	0.0014	0.0214	0.0102	0.0007	0.9786	0.0102	0.0007	0.0427	0.0409	0.0014	0.0000	46.9098	0.0000
CPS906	6	1.0000	0.0000	0.0000	0.9854	0.0071	0.0006	0.0292	0.0284	0.0012	0.9708	0.0284	0.0012	0.0146	0.0071	0.0006	0.9854	0.0071	0.0006	0.0292	0.0284	0.0012	0.0000	47.5700	0.0000
CPS907	8	1.0000	0.0000	0.0000	0.9861	0.0068	0.0006	0.0278	0.0271	0.0012	0.9722	0.0271	0.0012	0.0139	0.0068	0.0006	0.9861	0.0068	0.0006	0.0278	0.0271	0.0012	0.0000	47.6382	0.0000
CPS908	11	1.0000	0.0000	0.0000	0.9841	0.0077	0.0006	0.0319	0.0308	0.0012	0.9681	0.0308	0.0012	0.0159	0.0077	0.0006	0.9841	0.0077	0.0006	0.0319	0.0308	0.0012	0.0000	47.4415	0.0000
CPS909	11	1.0000	0.0000	0.0000	0.9827	0.0084	0.0006	0.0346	0.0334	0.0012	0.9654	0.0334	0.0012	0.0173	0.0084	0.0006	0.9827	0.0084	0.0006	0.0346	0.0334	0.0012	0.0000	47.3068	0.0000
CPS910	128	1.0000	0.0000	0.0000	0.9766	0.0112	0.0007	0.0468	0.0446	0.0014	0.9532	0.0446	0.0014	0.0234	0.0112	0.0007	0.9766	0.0112	0.0007	0.0468	0.0446	0.0014	0.0000	46.7079	0.0000
PPNP962	40	1.0000	0.0000	0.0000	0.9790	0.0101	0.0007	0.0420	0.0403	0.0014	0.9580	0.0403	0.0014	0.0210	0.0101	0.0007	0.9790	0.0101	0.0007	0.0420	0.0403	0.0014	0.0000	46.9421	0.0000
PPNP963	3	1.0000	0.0000	0.0000	0.9814	0.0090	0.0006	0.0373	0.0359	0.0013	0.9627	0.0359	0.0013	0.0186	0.0090	0.0006	0.9814	0.0090	0.0006	0.0373	0.0359	0.0013	0.0000	47.1761	0.0000
PPNP964	48	1.0000	0.0000	0.0000	0.9774	0.0108	0.0007	0.0453	0.0432	0.0014	0.9547	0.0432	0.0014	0.0226	0.0108	0.0007	0.9774	0.0108	0.0007	0.0453	0.0432	0.0014	0.0000	46.7849	0.0000
PPNP965	4	1.0000	0.0000	0.0000	0.9832	0.0081	0.0006	0.0336	0.0325	0.0012	0.9664	0.0325	0.0012	0.0168	0.0081	0.0006	0.9832	0.0081	0.0006	0.0336	0.0325	0.0012	0.0000	47.3545	0.0000
PPNP966	89	1.0000	0.0000	0.0000	0.9806	0.0093	0.0007	0.0389	0.0374	0.0013	0.9611	0.0374	0.0013	0.0194	0.0093	0.0007	0.9806	0.0093	0.0007	0.0389	0.0374	0.0013	0.0000	47.0980	0.0000
PPNP967	3	1.0000	0.0000	0.0000	0.9863	0.0067	0.0006	0.0274	0.0267	0.0012	0.9726	0.0267	0.0012	0.0137	0.0067	0.0006	0.9863	0.0067	0.0006	0.0274	0.0267	0.0012	0.0000	47.6592	0.0000
PPNP968	4	1.0000	0.0000	0.0000	0.9881	0.0058	0.0006	0.0237	0.0232	0.0011	0.9763	0.0232	0.0011	0.0119	0.0058	0.0006	0.9881	0.0058	0.0006	0.0237	0.0232	0.0011	0.0000	47.8396	0.0000
PPNP969	3	1.0000	0.0000	0.0000	0.9812	0.0090	0.0007	0.0376	0.0362	0.0013	0.9624	0.0362	0.0013	0.0188	0.0090	0.0007	0.9812	0.0090	0.0007	0.0376	0.0362	0.0013	0.0000	47.1594	0.0000
PPNP970	6	1.0000	0.0000	0.0000	0.9841	0.0077	0.0006	0.0318	0.0308	0.0012	0.9682	0.0308	0.0012	0.0159	0.0077	0.0006	0.9841	0.0077	0.0006	0.0318	0.0308	0.0012	0.0000	47.4440	0.0000
PPNP971	2	1.0000	0.0000	0.0000	0.9851	0.0072	0.0006	0.0298	0.0289	0.0012	0.9702	0.0289	0.0012	0.0149	0.0072	0.0006	0.9851	0.0072	0.0006	0.0298	0.0289	0.0012	0.0000	47.5441	0.0000
FPPI1021	51	1.0000	0.0000	0.0000	0.9821	0.0086	0.0007	0.0358	0.0346	0.0013	0.9642	0.0346	0.0013	0.0179	0.0086	0.0007	0.9821	0.0086	0.0007	0.0358	0.0346	0.0013	0.0000	47.2462	0.0000
FPPI1022	7	1.0000	0.0000	0.0000	0.9834	0.0080	0.0006	0.0332	0.0321	0.0013	0.9668	0.0321	0.0013	0.0166	0.0080	0.0006	0.9834	0.0080	0.0006	0.0332	0.0321	0.0013	0.0000	47.3763	0.0000
FPPI1023	10	1.0000	0.0000	0.0000	0.9826	0.0084	0.0006	0.0348	0.0336	0.0013	0.9652	0.0336	0.0013	0.0174	0.0084	0.0006	0.9826	0.0084	0.0006	0.0348	0.0336	0.0013	0.0000	47.2973	0.0000
FPPI1024	5	1.0000	0.0000	0.0000	0.9833	0.0081	0.0006	0.0333	0.0322	0.0013	0.9667	0.0322	0.0013	0.0167	0.0081	0.0006	0.9833	0.0081	0.0006	0.0333	0.0322	0.0013	0.0000	47.3689	0.0000
FPPI1025	3	1.0000	0.0000	0.0000	0.9854	0.0071	0.0006	0.0291	0.0283	0.0012	0.9709	0.0283	0.0012	0.0146	0.0071	0.0006	0.9854	0.0071	0.0006	0.0291	0.0283	0.0012	0.0000	47.5746	0.0000
FPPI1026	44	1.0000	0.0000	0.0000	0.9781	0.0105	0.0007	0.0438	0.0419	0.0014	0.9562	0.0419	0.0014	0.0219	0.0105	0.0007	0.9781	0.0105	0.0007	0.0438	0.0419	0.0014	0.0000	46.8542	0.0000
FPPI1027	6	1.0000	0.0000	0.0000	0.9858	0.0069	0.0006	0.0285	0.0277	0.0012	0.9715	0.0277	0.0012	0.0142	0.0069	0.0006	0.9858	0.0069	0.0006	0.0285	0.0277	0.0012	0.0000	47.6069	0.0000
FPPI1028	11	1.0000	0.0000	0.0000	0.9825	0.0084	0.0006	0.0350	0.0338	0.0013	0.9650	0.0338	0.0013	0.0175	0.0084	0.0006	0.9825	0.0084	0.0006	0.0350	0.0338	0.0013	0.0000	47.2877	0.0000
FPPI1029	9	1.0000	0.0000	0.0000	0.9826	0.0084	0.0006	0.0349	0.0337	0.0013	0.9651	0.0337	0.0013	0.0174	0.0084	0.0006	0.9826	0.0084	0.0006	0.0349	0.0337	0.0013	0.0000	47.2937	0.0000
FPPI1030	52	1.0000	0.0000	0.0000	0.9795	0.0098	0.0007	0.0410	0.0393	0.0014	0.9590	0.0393	0.0014	0.0205	0.0098	0.0007	0.9795	0.0098	0.0007	0.0410	0.0393	0.0014	0.0000	46.9942	0.0000
CRWA1082	4	1.0000	0.0000	0.0000	0.9867	0.0065	0.0006	0.0265	0.0258	0.0011	0.9735	0.0258	0.0011	0.0133	0.0065	0.0006	0.9867	0.0065	0.0006	0.0265	0.0258	0.0011	0.0000	47.7030	0.0000
CRWA1084	4	1.0000	0.0000	0.0000	0.9866	0.0065	0.0006	0.0268	0.0261	0.0011	0.9732	0.0261	0.0011	0.0134	0.0065	0.0006	0.9866	0.0065	0.0006	0.0268	0.0261	0.0011	0.0000	47.6900	0.0000
CRWA1085	2	1.0000	0.0000	0.0000	0.9841	0.0077	0.0006	0.0318	0.0308	0.0012	0.9682	0.0308	0.0012	0.0159	0.0077	0.0006	0.9841	0.0077	0.0006	0.0318	0.0308	0.0012	0.0000	47.4434	0.0000
CRWA1086	0	1.0000	0.0000	0.0000	0.9898	0.0050	0.0005	0.0203	0.0199	0.0010	0.9797	0.0199	0.0010	0.0102	0.0050	0.0005	0.9898	0.0050	0.0005	0.0203	0.0199	0.0010	0.0000	48.0079	0.0000
CRWA1087	54	1.0000	0.0000	0.0000	0.9814	0.0090	0.0006	0.0372	0.0358	0.0013	0.9628	0.0358	0.0013	0.0186	0.0090	0.0006	0.9814	0.0090	0.0006	0.0372	0.0358	0.0013	0.0000	47.1794	0.0000
CRWA1088	2	1.0000	0.0000	0.0000	0.9866	0.0065	0.0005	0.0268	0.0261	0.0011	0.9732	0.0261	0.0011	0.0134	0.0065	0.0005	0.9866	0.0065	0.0005	0.0268	0.0261	0.0011	0.0000	47.6875	0.0000
CRWA1089	4	1.0000	0.0000	0.0000	0.9855	0.0071	0.0006	0.0291	0.0282	0.0011	0.9709	0.0282	0.0011	0.0145	0.0071	0.0006	0.9855	0.0071	0.0006	0.0291	0.0282	0.0011	0.0000	47.5777	0.0000
CRWA1090	1	1.0000	0.0000	0.0000	0.9819	0.0087	0.0006	0.0362	0.0349	0.0012	0.9638	0.0349	0.0012	0.0181	0.0087	0.0006	0.9819	0.0087	0.0006	0.0362	0.0349	0.0012	0.0000	47.2289	0.0000
CRWA1092	79	1.0000	0.0000	0.0000	0.9802	0.0095	0.0006	0.0396	0.0380	0.0013	0.9604	0.0380	0.0013	0.0198	0.0095	0.0006	0.9802	0.0095	0.0006	0.0396	0.0380	0.0013	0.0000	47.0622	0.0000
CRWA1093	64	1.0000	0.0000	0.0000	0.9798	0.0097	0.0007	0.0403	0.0387	0.0013	0.9597	0.0387	0.0013	0.0202	0.0097	0.0007	0.9798	0.0097	0.0007	0.0403	0.0387	0.0013	0.0000	47.0259	0.0000
PCRA1141	4	1.0000	0.0000	0.0000	0.9838	0.0079	0.0006	0.0325	0.0314	0.0012	0.9675	0.0314	0.0012	0.0162	0.0079	0.0006	0.9838	0.0079	0.0006	0.0325	0.0314	0.0012	0.0000	47.4108	0.0000
PCRA1142	4	1.0000	0.0000	0.0000	0.9811	0.0091	0.0006	0.0379	0.0364	0.0013	0.9621	0.0364	0.0013	0.0189	0.0091	0.0006	0.9811	0.0091	0.0006	0.0379	0.0364	0.0013	0.0000	47.1474	0.0000
PCRA1143	1	1.0000	0.0000	0.0000	0.9813	0.0090	0.0006	0.0374	0.0360	0.0013	0.9626	0.0360	0.0013	0.0187	0.0090	0.0006	0.9813	0.0090	0.0006	0.0374	0.0360	0.0013	0.0000	47.1692	0.0000
PCRA1144	2	1.0000	0.0000	0.0000	0.9787	0.0102	0.0007	0.0427	0.0409	0.0013	0.9573	0.0409	0.0013	0.0213	0.0102	0.0007	0.9787	0.0102	0.0007	0.0427	0.0409	0.0013	0.0000	46.9112	0.0000
PCRA1145	6	1.0000	0.0000	0.0000	0.9828	0.0083	0.0006	0.0344	0.0332	0.0013	0.9656	0.0332	0.0013	0.0172	0.0083	0.0006	0.9828	0.0083	0.0006	0.0344	0.0332	0.0013	0.0000	47.3150	0.0000
PCRA1146	6	1.0000	0.0000	0.0000	0.9817	0.0088	0.0006	0.0367	0.0353	0.0013	0.9633	0.0353	0.0013	0.0183	0.0088	0.0006	0.9817	0.0088	0.0006	0.0367	0.0353	0.0013	0.0000	47.2057	0.0000
PCRA1147	5	1.0000	0.0000	0.0000	0.9824	0.0085	0.0006	0.0353	0.0340	0.0012	0.9647	0.0340	0.0012	0.0176	0.0085	0.0006	0.9824	0.0085	0.0006	0.0353	0.0340	0.0012	0.0000	47.2738	0.0000
PCRA1148	63	1.0000	0.0000	0.0000	0.9792	0.0100	0.0007	0.0415	0.0398	0.0013	0.9585	0.0398	0.0013	0.0208	0.0100	0.0007	0.9792	0.0100	0.0007	0.0415	0.0398	0.0013	0.0000	46.9671	0.0000
PCRA1149	61	1.0000	0.0000	0.0000	0.9754	0.0117	0.0007	0.0492	0.0468	0.0014	0.9508	0.0468	0.0014	0.0246	0.0117	0.0007	0.9754	0.0117	0.0007	0.0492	0.0468	0.0014	0.0000	46.5923	0.0000
PCRA1150	62	1.0000	0.0000	0.0000	0.9764	0.0113	0.0007	0.0473	0.0450	0.0014	0.9527	0.0450	0.0014	0.0236	0.0113	0.0007	0.9764	0.0113	0.0007	0.0473	0.0450	0.0014	0.0000	46.6864	0.0000
DHFA1202	6	1.0000	0.0000	0.0000	0.9716	0.0134	0.0008	0.0569	0.0536	0.0016	0.9431	0.0536	0.0016	0.0284	0.0134	0.0008	0.9716	0.0134	0.0008	0.0569	0.0536	0.0016	0.0000	46.2164	0.0000
DHFA1203	9	1.0000	0.0000	0.0000	0.9746	0.0121	0.0008	0.0509	0.0483	0.0015	0.9491	0.0483	0.0015	0.0254	0.0121	0.0008	0.9746	0.0121	0.0008	0.0509	0.0483	0.0015	0.0000	46.5100	0.0000
DHFA1204	9	1.0000	0.0000	0.0000	0.9709	0.0137	0.0008	0.0583	0.0549	0.0016	0.9417	0.0549	0.0016	0.0291	0.0137	0.0008	0.9709	0.0137	0.0008	0.0583	0.0549	0.0016	0.0000	46.1461	0.0000
DHFA1205	3	1.0000	0.0000	0.0000	0.9736	0.0125	0.0008	0.0528	0.0500	0.0015	0.9472	0.0500	0.0015	0.0264	0.0125	0.0008	0.9736	0.0125	0.0008	0.0528	0.0500	0.0015	0.0000	46.4174	0.0000
DHFA1206	9	1.0000	0.0000	0.0000	0.9677	0.0151	0.0008	0.0647	0.0605	0.0017	0.9353	0.0605	0.0017	0.0323	0.0151	0.0008	0.9677	0.0151	0.0008	0.0647	0.0605	0.0017	0.0000	45.8324	0.0000
DHFA1207	107	1.0000	0.0000	0.0000	0.9601	0.0184	0.0009	0.0798	0.0735	0.0018	0.9202	0.0735	0.0018	0.0399	0.0184	0.0009	0.9601	0.0184	0.0009	0.0798	0.0735	0.0018	0.0000	45.0908	0.0000
DHFA1208	7	1.0000	0.0000	0.0000	0.9674	0.0152	0.0008	0.0652	0.0609	0.0017	0.9348	0.0609	0.0017	0.0326	0.0152	0.0008	0.9674	0.0152	0.0008	0.0652	0.0609	0.0017	0.0000	45.8098	0.0000
DHFA1209	123	1.0000	0.0000	0.0000	0.9721	0.0132	0.0008	0.0558	0.0527	0.0016	0.9442	0.0527	0.0016	0.0279	0.0132	0.0008	0.9721	0.0132	0.0008	0.0558	0.0527	0.0016	0.0000	46.2670	0.0000
DHFA1210	121	1.0000	0.0000	0.0000	0.9604	0.0183	0.0009	0.0793	0.0730	0.0018	0.9207	0.0730	0.0018	0.0396	0.0183	0.0009	0.9604	0.0183	0.0009	0.0793	0.0730	0.0018	0.0000	45.1168	0.0000
DHFA1211	8	1.0000	0.0000	0.0000	0.9683	0.0148	0.0008	0.0634	0.0594	0.0017	0.9366	0.0594	0.0017	0.0317	0.0148	0.0008	0.9683	0.0148	0.0008	0.0634	0.0594	0.0017	0.0000	45.8952	0.0000
# All positions (variant and fixed)
# Pop ID	Private	Sites	Variant Sites	Polymorphic Sites	% Polymorphic Loci	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
TGCP1	16	930839.0000	9003.0000	404.0000	0.0434	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9788	0.0000
TGCP2	17	927578.0000	8939.0000	378.0000	0.0408	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9801	0.0000
TGCP3	0	910789.0000	8809.0000	311.0000	0.0341	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9833	0.0000
TGCP4	2	912964.0000	8847.0000	329.0000	0.0360	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9824	0.0000
TGCP5	1	913472.0000	8827.0000	318.0000	0.0348	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9830	0.0000
TGCP6	1	913205.0000	8828.0000	329.0000	0.0360	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9824	0.0000
TGCP7	2	912589.0000	8833.0000	331.0000	0.0363	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9823	0.0000
TGCP8	0	912682.0000	8832.0000	277.0000	0.0304	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9852	0.0000
TGCP9	13	924529.0000	8928.0000	318.0000	0.0344	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9832	0.0000
TGCP10	3	912578.0000	8814.0000	305.0000	0.0334	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9837	0.0000
MRLP123	96	2318637.0000	21249.0000	732.0000	0.0316	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9846	0.0000
MRLP124	75	2324864.0000	21159.0000	680.0000	0.0292	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9857	0.0000
MRLP125	83	2345903.0000	21488.0000	577.0000	0.0246	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9880	0.0000
MRLP126	4	2313558.0000	21172.0000	531.0000	0.0230	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9888	0.0000
MRLP127	1	2309103.0000	21052.0000	630.0000	0.0273	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9867	0.0000
MRLP128	2	2302850.0000	20875.0000	534.0000	0.0232	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9887	0.0000
MRLP129	6	2252212.0000	20281.0000	497.0000	0.0221	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9892	0.0000
MRLP130	6	2217563.0000	19778.0000	533.0000	0.0240	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9882	0.0000
STT183	45	2341957.0000	21593.0000	642.0000	0.0274	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9866	0.0000
STT184	53	2343026.0000	21590.0000	653.0000	0.0279	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9864	0.0000
STT185	3	2069403.0000	17690.0000	319.0000	0.0154	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9925	0.0000
STT186	2	2064449.0000	17544.0000	378.0000	0.0183	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9911	0.0000
STT187	0	2137337.0000	18593.0000	376.0000	0.0176	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9914	0.0000
STT188	3	2314661.0000	21222.0000	576.0000	0.0249	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9878	0.0000
STT189	44	2359534.0000	21855.0000	686.0000	0.0291	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9858	0.0000
STT190	0	2117081.0000	18340.0000	372.0000	0.0176	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9914	0.0000
STT191	4	2174629.0000	19068.0000	407.0000	0.0187	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9909	0.0000
STT192	3	2105686.0000	18151.0000	305.0000	0.0145	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0001	0.0001	0.0000	0.0000	48.9929	0.0000
FSSP241	51	2252230.0000	20223.0000	597.0000	0.0265	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9870	0.0000
