# Variant positions
# Pop ID	Private	Num Indv	Var	StdErr	P	Var	StdErr	Obs Het	Var	StdErr	Obs Hom	Var	StdErr	Exp Het	Var	StdErr	Exp Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
CPS904	122	2349571.0000	21842.0000	942.0000	0.0401	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9804	0.0000
CPS905	117	2349213.0000	21803.0000	931.0000	0.0396	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9806	0.0000
CPS906	6	2257797.0000	20698.0000	605.0000	0.0268	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9869	0.0000
CPS907	8	2206554.0000	19575.0000	545.0000	0.0247	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9879	0.0000
CPS908	11	2255604.0000	20658.0000	658.0000	0.0292	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9857	0.0000
CPS909	11	2323311.0000	21503.0000	744.0000	0.0320	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9843	0.0000
CPS910	128	2374208.0000	22191.0000	1039.0000	0.0438	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9786	0.0000
PPNP962	40	2326613.0000	21907.0000	921.0000	0.0396	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9806	0.0000
PPNP963	3	2322956.0000	21762.0000	811.0000	0.0349	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9829	0.0000
PPNP964	48	2324902.0000	21790.0000	986.0000	0.0424	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9792	0.0000
PPNP965	4	2291888.0000	20994.0000	706.0000	0.0308	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9849	0.0000
PPNP966	89	2303732.0000	21332.0000	829.0000	0.0360	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9824	0.0000
PPNP967	3	2223304.0000	19663.0000	539.0000	0.0242	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9881	0.0000
PPNP968	4	2138024.0000	18539.0000	440.0000	0.0206	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9899	0.0000
PPNP969	3	2309615.0000	21192.0000	797.0000	0.0345	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9831	0.0000
PPNP970	6	2273633.0000	20659.0000	657.0000	0.0289	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9859	0.0000
PPNP971	2	2241683.0000	20026.0000	596.0000	0.0266	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9870	0.0000
FPPI1021	51	2273075.0000	20425.0000	732.0000	0.0322	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9842	0.0000
FPPI1022	7	2213283.0000	19436.0000	645.0000	0.0291	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9857	0.0000
FPPI1023	10	2284677.0000	20778.0000	723.0000	0.0316	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9845	0.0000
FPPI1024	5	2209004.0000	19438.0000	648.0000	0.0293	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9856	0.0000
FPPI1025	3	2191958.0000	18942.0000	552.0000	0.0252	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9877	0.0000
FPPI1026	44	2330792.0000	21649.0000	949.0000	0.0407	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9801	0.0000
FPPI1027	6	2186987.0000	19065.0000	543.0000	0.0248	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9879	0.0000
FPPI1028	11	2265899.0000	20433.0000	715.0000	0.0316	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9846	0.0000
FPPI1029	9	2277535.0000	20649.0000	720.0000	0.0316	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9845	0.0000
FPPI1030	52	2298286.0000	20986.0000	860.0000	0.0374	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9817	0.0000
CRWA1082	4	2333031.0000	21271.0000	564.0000	0.0242	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9882	0.0000
CRWA1084	4	2260072.0000	20274.0000	543.0000	0.0240	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9882	0.0000
CRWA1085	2	2372745.0000	21942.0000	698.0000	0.0294	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9856	0.0000
CRWA1086	0	2106056.0000	18275.0000	371.0000	0.0176	1.0000	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0000	0.0000	0.9999	0.0000	0.0000	0.0002	0.0002	0.0000	0.0000	48.9914	0.0000
CRWA1087	54	2412337.0000	22744.0000	846.0000	0.0351	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9828	0.0000
CRWA1088	2	2368546.0000	21767.0000	584.0000	0.0247	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.9998	0.0002	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0002	0.0002	0.0000	0.0000	48.9879	0.0000
CRWA1089	4	2363244.0000	21705.0000	631.0000	0.0267	1.0000	0.0000	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0001	0.0001	0.0000	0.9999	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9869	0.0000
CRWA1090	1	2403912.0000	22687.0000	821.0000	0.0342	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9833	0.0000
CRWA1092	79	2403310.0000	22607.0000	895.0000	0.0372	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9818	0.0000
CRWA1093	64	2407191.0000	22588.0000	911.0000	0.0378	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9815	0.0000
PCRA1141	4	2364751.0000	22139.0000	719.0000	0.0304	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9851	0.0000
PCRA1142	4	2374715.0000	22007.0000	833.0000	0.0351	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9828	0.0000
PCRA1143	1	2383963.0000	22349.0000	836.0000	0.0351	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9828	0.0000
PCRA1144	2	2385373.0000	22427.0000	957.0000	0.0401	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9804	0.0000
PCRA1145	6	2319170.0000	21142.0000	728.0000	0.0314	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9846	0.0000
PCRA1146	6	2358656.0000	21821.0000	800.0000	0.0339	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9834	0.0000
PCRA1147	5	2366606.0000	21943.0000	774.0000	0.0327	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.9997	0.0003	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	48.9840	0.0000
PCRA1148	63	2407589.0000	22707.0000	943.0000	0.0392	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9808	0.0000
PCRA1149	61	2412592.0000	22795.0000	1121.0000	0.0465	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9773	0.0000
PCRA1150	62	2411071.0000	22790.0000	1077.0000	0.0447	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.9996	0.0004	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0004	0.0004	0.0000	0.0000	48.9781	0.0000
DHFA1202	6	2280683.0000	21406.0000	1217.0000	0.0534	1.0000	0.0000	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9739	0.0000
DHFA1203	9	2282510.0000	21195.0000	1078.0000	0.0472	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9769	0.0000
DHFA1204	9	2286332.0000	21291.0000	1241.0000	0.0543	1.0000	0.0000	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9734	0.0000
DHFA1205	3	2278339.0000	21042.0000	1110.0000	0.0487	1.0000	0.0000	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0002	0.0001	0.0000	0.9998	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9761	0.0000
DHFA1206	9	2281202.0000	21410.0000	1385.0000	0.0607	1.0000	0.0000	0.0000	0.9997	0.0002	0.0000	0.0006	0.0006	0.0000	0.9994	0.0006	0.0000	0.0003	0.0002	0.0000	0.9997	0.0002	0.0000	0.0006	0.0006	0.0000	0.0000	48.9703	0.0000
DHFA1207	107	2331589.0000	21949.0000	1752.0000	0.0751	1.0000	0.0000	0.0000	0.9996	0.0002	0.0000	0.0008	0.0008	0.0000	0.9992	0.0008	0.0000	0.0004	0.0002	0.0000	0.9996	0.0002	0.0000	0.0008	0.0008	0.0000	0.0000	48.9632	0.0000
DHFA1208	7	2289109.0000	21458.0000	1398.0000	0.0611	1.0000	0.0000	0.0000	0.9997	0.0002	0.0000	0.0006	0.0006	0.0000	0.9994	0.0006	0.0000	0.0003	0.0002	0.0000	0.9997	0.0002	0.0000	0.0006	0.0006	0.0000	0.0000	48.9701	0.0000
DHFA1209	123	2312441.0000	21552.0000	1203.0000	0.0520	1.0000	0.0000	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.9995	0.0005	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0005	0.0005	0.0000	0.0000	48.9745	0.0000
DHFA1210	121	2331002.0000	21995.0000	1744.0000	0.0748	1.0000	0.0000	0.0000	0.9996	0.0002	0.0000	0.0007	0.0007	0.0000	0.9993	0.0007	0.0000	0.0004	0.0002	0.0000	0.9996	0.0002	0.0000	0.0007	0.0007	0.0000	0.0000	48.9634	0.0000
DHFA1211	8	2288093.0000	21512.0000	1364.0000	0.0596	1.0000	0.0000	0.0000	0.9997	0.0001	0.0000	0.0006	0.0006	0.0000	0.9994	0.0006	0.0000	0.0003	0.0001	0.0000	0.9997	0.0001	0.0000	0.0006	0.0006	0.0000	0.0000	48.9708	0.0000
